"FISName","Skier","ID","Nation","StartOrder","Bib","Is_Host_Nation","In_Startlist","Year","Run1","Run2","Time","Points","Discipline","Elo","Downhill_Elo","Super.G_Elo","Giant.Slalom_Elo","Slalom_Elo","Combined_Elo","Tech_Elo","Speed_Elo","Race_Elo","Race1_Prob","City","Country","Race_Type","Race_Date","Sex"
"Vicky Bernardi","Vicky Bernardi",4297,"Italy",999,999,"True","False",NA,"","","",NA,"Giant Slalom",1163.54070462642,1162.24982426104,1220.62024823708,1288.078932254,1274.45809498926,1287.75110476708,1288.108286624,1146.44677872433,1288.078932254,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Aura Coronado Mateu","Aura Coronado Mateu",5498,"Spain",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1288.74515783757,1264.93731105608,1300,1287.9452660367,1299.94635216032,1289.58843905202,1289.18655082288,1300,1287.9452660367,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Chisaki Maeda","Chisaki Maeda",2985,"Japan",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1198.0999047069,1264.93731105608,1300,1287.70898215951,1197.30316498804,1300,1198.5041768598,1300,1287.70898215951,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Yongqi Ma","Yongqi Ma",5403,"China",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1272.73944982647,1300.7644218209,1300,1287.68891723506,1287.52594319093,1289.58843905202,1273.79549345155,1300.51820342412,1287.68891723506,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Alexandra Nodder","Alexandra Nodder",6028,"Canada",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1284.78368550591,1264.93731105608,1271.97110499893,1287.57976682455,1274.45809498926,1289.58843905202,1285.14637069229,1261.55820519784,1287.57976682455,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Hanna Gret Teder","Hanna Gret Teder",5957,"Estonia",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1282.30298284272,1264.93731105608,1271.97110499893,1287.48669545139,1296.2722341978,1289.58843905202,1282.84550177566,1261.55820519784,1287.48669545139,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Kia Suni","Kia Suni",5944,"Finland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1265.60714082612,1264.93731105608,1300,1287.43599200005,1269.66235405568,1300,1266.01135887737,1300,1287.43599200005,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Ella Kaufmann","Ella Kaufmann",5350,"Canada",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1229.90614023258,1288.83037345782,1278.43277076207,1287.23937894632,1288.52375536992,1289.58843905202,1273.97136475611,1258.0457472593,1287.23937894632,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Giada D'Antonio","Giada D'Antonio",6425,"Italy",999,999,"True","False",NA,"","","",NA,"Giant Slalom",1289.93674894547,1264.93731105608,1271.97110499893,1287.01067564614,1274.45809498926,1289.58843905202,1290.16507879632,1261.55820519784,1287.01067564614,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Axelle Mollin","Axelle Mollin",4002,"Belgium",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1262.22941062132,1264.93731105608,1271.97110499893,1287.00560925044,1279.36638905805,1289.58843905202,1263.08923520273,1261.55820519784,1287.00560925044,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Haley Cutler","Haley Cutler",5280,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1264.24842269442,1252.94749826456,1244.30120274341,1286.97827848585,1274.45809498926,1289.58843905202,1286.13723552187,1252.65632387903,1286.97827848585,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Matilde Pinilla","Matilde Pinilla",5625,"Chile",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1260.62748728926,1291.54811137853,1281.91550203511,1286.77511725988,1297.79119072687,1298.12143404256,1287.81362960549,1273.62315327853,1286.77511725988,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Vivian Turner","Vivian Turner",6220,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1245.1384976197,1264.93731105608,1271.97110499893,1286.72637650761,1271.85810155438,1289.58843905202,1246.28909700232,1261.55820519784,1286.72637650761,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Leaticia-Odile Audet","Leaticia-Odile Audet",6027,"Canada",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1282.61742023883,1264.93731105608,1271.97110499893,1286.58696981857,1274.45809498926,1289.58843905202,1283.03409969633,1261.55820519784,1286.58696981857,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Hadley Reed","Hadley Reed",6221,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1255.03491905618,1264.93731105608,1271.97110499893,1286.11972392264,1279.15925384998,1289.58843905202,1255.87124627485,1261.55820519784,1286.11972392264,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Jie Ding","Jie Ding",5850,"China",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1272.5920185409,1300.7644218209,1300.50761412827,1285.74838929857,1288.8187657794,1289.58843905202,1269.76943346941,1301.03543438792,1285.74838929857,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Katharina Gallhuber","Katharina Gallhuber",2829,"Austria",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1448.58353881706,1264.93731105608,1271.97110499893,1285.72282594843,1441.28682016193,1289.58843905202,1447.19876473533,1261.55820519784,1285.72282594843,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Selina Egloff","Selina Egloff",3958,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1244.98133173403,1264.93731105608,1271.97110499893,1285.71515931985,1243.83297356558,1289.58843905202,1245.03030361541,1261.55820519784,1285.71515931985,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Ngai Man Chen","Ngai Man Chen",6229,"Hong Kong",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1278.01404572515,1264.93731105608,1271.97110499893,1285.47595855179,1295.63234495109,1289.58843905202,1278.36381752383,1261.55820519784,1285.47595855179,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Sophie Skytta","Sophie Skytta",6456,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1282.61116760304,1264.93731105608,1271.97110499893,1285.16538142511,1274.45809498926,1289.58843905202,1282.93518503685,1261.55820519784,1285.16538142511,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Pernilla Borgia","Pernilla Borgia",6427,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1278.10085599524,1264.93731105608,1271.97110499893,1284.92163455025,1294.57252017095,1289.58843905202,1278.51996300373,1261.55820519784,1284.92163455025,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Brynn Hanley","Brynn Hanley",6234,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1273.51646407259,1298.0371097514,1296.44640811812,1284.92163455025,1274.45809498926,1289.58843905202,1284.54368255938,1295.14328851939,1284.92163455025,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Katie McDonald","Katie McDonald",6428,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1265.89186843449,1264.93731105608,1271.97110499893,1284.92163455025,1285.58069167882,1289.58843905202,1266.52165080998,1261.55820519784,1284.92163455025,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Sophie Podivinsky","Sophie Podivinsky",6349,"Canada",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1268.44339942908,1264.93731105608,1296.42766182314,1284.79099322371,1295.11340251524,1289.58843905202,1277.88269793393,1296.50104440967,1284.79099322371,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Elle Murphy","Elle Murphy",3913,"Ireland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1210.50393555366,1286.65688457331,1268.93690290642,1284.77647128497,1289.0133803609,1299.83852406617,1269.67887016302,1252.57516289068,1284.77647128497,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Dyllan Guay","Dyllan Guay",6077,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1252.92611904582,1264.93731105608,1271.97110499893,1284.60757645419,1277.50355749844,1289.58843905202,1254.60073457719,1261.55820519784,1284.60757645419,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Xin Wang","Xin Wang",5874,"China",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1270.63853541118,1299.18135993165,1299.44389984256,1284.55085155851,1295.1272538448,1289.58843905202,1276.58110924267,1298.80967119458,1284.55085155851,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Ashley Anderson","Ashley Anderson",5555,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1278.08518307021,1300.75138484903,1299.24887387908,1283.71157550312,1274.45809498926,1289.58843905202,1278.79490361001,1299.73722658798,1283.71157550312,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Dongli Wang","Dongli Wang",5852,"China",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1266.9719364162,1264.93731105608,1271.97110499893,1283.67961677961,1291.81679206545,1289.58843905202,1267.80360095377,1261.55820519784,1283.67961677961,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Cande Moreno Becerra","Cande Moreno Becerra",3777,"Andorra",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1188.29984660382,1183.34812322825,1230.27851282671,1283.67266986319,1274.45809498926,1271.78484487869,1283.44532558965,1173.14157726338,1283.67266986319,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Hannah Soria","Hannah Soria",5597,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1267.68704883416,1264.93731105608,1271.97110499893,1283.50374746695,1286.9066756501,1289.58843905202,1268.34949060181,1261.55820519784,1283.50374746695,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Samuelle Simard","Samuelle Simard",6352,"Canada",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1256.40454221942,1264.93731105608,1271.97110499893,1283.42480641197,1279.96546497616,1289.58843905202,1257.37187542832,1261.55820519784,1283.42480641197,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Celina Haller","Celina Haller",4200,"Italy",999,999,"True","False",NA,"","","",NA,"Giant Slalom",1220.98914361607,1264.93731105608,1299.86992950645,1283.32755727837,1223.70494754846,1289.58843905202,1220.70916862067,1299.29318115931,1283.32755727837,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Ania Monica Caill","Ania Monica Caill",398,"Romania",999,999,"False","False",NA,"","","",NA,"Giant Slalom",994.979790002774,1024.93498110148,1070.05099359425,1283.28942485099,1274.45809498926,1279.24347529079,1283.29463207367,965.792106226592,1283.28942485099,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Charlotte Boies","Charlotte Boies",5903,"Canada",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1259.25450302704,1264.93731105608,1271.97110499893,1283.11728414991,1282.85221271726,1289.58843905202,1261.81319010598,1261.55820519784,1283.11728414991,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Linn Liedholm","Linn Liedholm",5918,"Sweden",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1278.36439279709,1264.93731105608,1271.97110499893,1283.01320743511,1296.91814191644,1289.58843905202,1278.94610602111,1261.55820519784,1283.01320743511,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Sara Rask","Sara Rask",3792,"Sweden",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1243.45080338127,1264.93731105608,1298.33663106235,1282.99679325693,1236.42001248346,1289.58843905202,1241.27056504695,1297.81891864216,1282.99679325693,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Alizee Dahon","Alizee Dahon",4071,"France",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1283.76389890563,1264.93731105608,1285.24840502655,1282.88422410319,1263.00377971338,1289.58843905202,1284.17961819641,1279.98229735374,1282.88422410319,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Sophia Falter","Sophia Falter",5837,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1270.77572454737,1297.33323417509,1298.41689705673,1282.83259345436,1294.57252017095,1289.58843905202,1276.66298338896,1296.2901526864,1282.83259345436,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Elisabeth Bergan","Elisabeth Bergan",6429,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1276.21539126931,1264.93731105608,1271.97110499893,1282.83259345436,1294.57252017095,1289.58843905202,1276.66298338896,1261.55820519784,1282.83259345436,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Marie Lamure","Marie Lamure",3993,"France",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1385.11422334771,1264.93731105608,1299.33184877323,1282.75736259412,1380.88053661888,1300,1383.21314902466,1298.72667217617,1282.75736259412,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Ayano Yokoo","Ayano Yokoo",5409,"Japan",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1263.96228109868,1264.93731105608,1271.97110499893,1282.74763916915,1287.06990738292,1289.58843905202,1265.52998172762,1261.55820519784,1282.74763916915,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Leandra Zehnder","Leandra Zehnder",5666,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1224.89658536941,1286.88779007754,1272.23224674717,1282.66562799698,1300.36036372841,1289.58843905202,1274.15015030204,1252.11046701067,1282.66562799698,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Kaitlyn Fynn","Kaitlyn Fynn",4747,"Canada",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1236.36402462248,1264.93731105608,1298.80932306991,1282.32706025604,1259.75502425877,1289.58843905202,1237.61184780537,1297.18081312944,1282.32706025604,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Florencia Aramburo","Florencia Aramburo",5626,"Chile",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1230.13668646442,1284.66530506927,1278.15651589346,1282.02016346212,1292.50764846786,1300,1275.40792088215,1261.66158125681,1282.02016346212,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Matilde Schwencke","Matilde Schwencke",4119,"Chile",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1290.15850921077,1285.22972790019,1251.06362564122,1281.87596155218,1278.63868358638,1300,1255.27048848369,1288.9980317827,1281.87596155218,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Arielle Desrosiers","Arielle Desrosiers",6419,"Canada",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1248.54666641519,1264.93731105608,1298.51880904906,1281.49972806399,1278.62717276063,1289.58843905202,1252.57591898538,1298.9320107221,1281.49972806399,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Eren Watanabe","Eren Watanabe",4205,"Japan",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1258.95775322702,1264.93731105608,1271.97110499893,1281.13502649207,1262.70722148276,1289.58843905202,1259.46132834641,1261.55820519784,1281.13502649207,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Katie Rowekamp","Katie Rowekamp",6416,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1247.24863980681,1264.93731105608,1298.51880904906,1281.06910867941,1273.5359089863,1289.58843905202,1249.63528892541,1298.9320107221,1281.06910867941,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Faye Buff","Faye Buff",4268,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1237.83469487348,1264.93731105608,1271.97110499893,1280.77572777337,1249.70535232628,1289.58843905202,1238.95539746061,1261.55820519784,1280.77572777337,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Alina Willi","Alina Willi",6180,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1273.0194878002,1279.93797242025,1254.04729812099,1280.73073263998,1274.45809498926,1289.58843905202,1272.72835886203,1268.57359570133,1280.73073263998,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Taja Presern","Taja Presern",6254,"Slovenia",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1270.54804545547,1264.93731105608,1271.97110499893,1280.73073263998,1298.73800276512,1289.58843905202,1272.22611189151,1261.55820519784,1280.73073263998,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Elese Sommerova","Elese Sommerova",3924,"Czechia",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1241.18040044034,1264.93731105608,1271.97110499893,1280.63124746589,1241.60656006884,1289.58843905202,1239.71845995097,1261.55820519784,1280.63124746589,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Cecilia Pizzinato","Cecilia Pizzinato",6185,"Italy",999,999,"True","False",NA,"","","",NA,"Giant Slalom",1239.56493356333,1264.93731105608,1271.97110499893,1280.06322897213,1263.70434424222,1289.58843905202,1241.07452645183,1261.55820519784,1280.06322897213,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Sara Jane Mikell","Sara Jane Mikell",6430,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1266.09190866706,1264.93731105608,1271.97110499893,1279.87005532761,1290.83800246088,1289.58843905202,1266.72934602018,1261.55820519784,1279.87005532761,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Maya Maxson","Maya Maxson",6418,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1274.88135832625,1264.93731105608,1298.51880904906,1279.87005532761,1274.45809498926,1289.58843905202,1278.73625057717,1298.9320107221,1279.87005532761,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Kiara Derks","Kiara Derks",3989,"Netherlands",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1227.0689041119,1264.93731105608,1271.97110499893,1279.79191448991,1236.81556931647,1289.58843905202,1229.38589900942,1261.55820519784,1279.79191448991,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Aoxue Sun","Aoxue Sun",5866,"China",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1262.18330418473,1299.30415594191,1271.97110499893,1279.50439882334,1291.62992541775,1289.58843905202,1263.46404560585,1299.40427648348,1279.50439882334,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Annika Johansson","Annika Johansson",6412,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1179.77305773532,1264.93731105608,1271.97110499893,1279.46159730236,1214.79375862628,1289.58843905202,1182.31613283768,1261.55820519784,1279.46159730236,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Elin Romer","Elin Romer",6410,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1270.55524670688,1264.93731105608,1271.97110499893,1279.40784980421,1274.45809498926,1289.58843905202,1272.24117836388,1261.55820519784,1279.40784980421,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
